Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year
ACCT,3030,3.0,Cost Accounting,0.26,0.32,0.32,0.05,0.03,0%,0.0,0.03,jace garrett,,ACCT-3030,2020
ACCT,3030,4.0,Cost Accounting,0.16,0.42,0.26,0.0,0.05,0%,0.0,0.11,jace garrett,,ACCT-3030,2020
ACCT,3030,5.0,Cost Accounting,0.77,0.13,0.08,0.03,0.0,0%,0.0,0.0,sarah martin,,ACCT-3030,2020
ACCT,3110,1.0,Intermediate Financial Acc,0.17,0.34,0.31,0.03,0.07,0%,0.0,0.07,amy donnelly,,ACCT-3110,2020
ACCT,3110,2.0,Intermediate Financial Acc,0.3,0.3,0.3,0.04,0.07,0%,0.0,0.0,amy donnelly,,ACCT-3110,2020
ACCT,3110,3.0,Intermediate Financial Acc,0.31,0.38,0.23,0.04,0.0,0%,0.0,0.04,annieka philo,,ACCT-3110,2020
ACCT,3110,4.0,Intermediate Financial Acc,0.26,0.35,0.23,0.06,0.06,0%,0.0,0.03,annieka philo,,ACCT-3110,2020
ACCT,3110,5.0,Intermediate Financial Acc,0.04,0.25,0.36,0.11,0.18,0%,0.0,0.07, russell madray,,ACCT-3110,2020
ACCT,3110,6.0,Intermediate Financial Acc,0.18,0.42,0.18,0.06,0.09,0%,0.0,0.06, russell madray,,ACCT-3110,2020
ACCT,3110,7.0,Intermediate Financial Acc,0.19,0.41,0.28,0.0,0.0,0%,0.0,0.09, russell madray,,ACCT-3110,2020
ACCT,3110,8.0,Intermediate Financial Acc,0.23,0.42,0.1,0.19,0.03,0%,0.0,0.03, russell madray,,ACCT-3110,2020
ACCT,3120,1.0,Intermediate Financial Acc,0.1,0.41,0.31,0.05,0.05,0%,0.0,0.08,jeremy vinson,,ACCT-3120,2020
ACCT,3120,2.0,Intermediate Financial Acc,0.33,0.44,0.17,0.0,0.03,0%,0.0,0.03,jeremy vinson,,ACCT-3120,2020
ACCT,3120,3.0,Intermediate Financial Acc,0.14,0.23,0.31,0.14,0.11,0%,0.0,0.06,terry daniel knause,,ACCT-3120,2020
ACCT,3120,4.0,Intermediate Financial Acc,0.17,0.4,0.3,0.07,0.0,0%,0.0,0.07,terry daniel knause,,ACCT-3120,2020
ACCT,3120,5.0,Intermediate Financial Acc,0.18,0.36,0.3,0.06,0.09,0%,0.0,0.0,terry daniel knause,,ACCT-3120,2020
ACCT,3120,6.0,Intermediate Financial Acc,0.22,0.42,0.17,0.06,0.14,0%,0.0,0.0,terry daniel knause,,ACCT-3120,2020
ACCT,3130,1.0,Analytics for Acct Dec Mak,0.69,0.29,0.03,0.0,0.0,0%,0.0,0.0,james barnes,,ACCT-3130,2020
ACCT,3130,2.0,Analytics for Acct Dec Mak,0.89,0.09,0.0,0.03,0.0,0%,0.0,0.0,james barnes,,ACCT-3130,2020
ACCT,3130,3.0,Analytics for Acct Dec Mak,0.27,0.38,0.15,0.15,0.04,0%,0.0,0.0,phebian davis-culler,,ACCT-3130,2020
ACCT,3130,4.0,Analytics for Acct Dec Mak,0.25,0.39,0.25,0.0,0.11,0%,0.0,0.0,phebian davis-culler,,ACCT-3130,2020
ACCT,3130,5.0,Analytics for Acct Dec Mak,0.25,0.3,0.3,0.1,0.05,0%,0.0,0.0,phebian davis-culler,,ACCT-3130,2020
ACCT,3220,1.0,Accounting Information Sy,0.15,0.19,0.42,0.08,0.12,0%,0.0,0.04,philip maiberger,,ACCT-3220,2020
ACCT,3220,2.0,Accounting Information Sy,0.27,0.31,0.35,0.0,0.04,0%,0.0,0.04,philip maiberger,,ACCT-3220,2020
ACCT,3220,3.0,Accounting Information Sy,0.13,0.3,0.23,0.17,0.07,0%,0.0,0.1,philip maiberger,,ACCT-3220,2020
ACCT,3220,4.0,Accounting Information Sy,0.11,0.29,0.25,0.11,0.04,0%,0.0,0.21,philip maiberger,,ACCT-3220,2020
ACCT,4040,1.0,Individual Taxation,0.61,0.32,0.04,0.0,0.0,0%,0.0,0.04,sarah martin,,ACCT-4040,2020
ACCT,4040,2.0,Individual Taxation,0.46,0.29,0.23,0.0,0.03,0%,0.0,0.0,sarah martin,,ACCT-4040,2020
ACCT,4040,3.0,Individual Taxation,0.47,0.41,0.09,0.0,0.03,0%,0.0,0.0,lisa birtwistle,,ACCT-4040,2020
ACCT,4040,4.0,Individual Taxation,0.49,0.29,0.17,0.03,0.03,0%,0.0,0.0,sarah martin,,ACCT-4040,2020
ACCT,4080,1.0,Retire & Estate Plan,0.28,0.5,0.16,0.03,0.0,0%,0.0,0.03,john hine,,ACCT-4080,2020
ACCT,4100,2.0,Reporting and Mgmt Contr,0.24,0.39,0.33,0.03,0.0,0%,0.0,0.0,gregory mcphee,,ACCT-4100,2020
ACCT,4100,3.0,Reporting and Mgmt Contr,0.33,0.45,0.18,0.03,0.0,0%,0.0,0.0,gregory mcphee,,ACCT-4100,2020
ACCT,4150,1.0,Auditing,0.28,0.38,0.19,0.13,0.03,0%,0.0,0.0,nancy lee harp,,ACCT-4150,2020
ACCT,4150,2.0,Auditing,0.38,0.46,0.13,0.04,0.0,0%,0.0,0.0,nancy lee harp,,ACCT-4150,2020
ACCT,8510,1.0,Tax Research,0.41,0.53,0.03,0.0,0.0,0%,0.0,0.03,thomas dickens,,ACCT-8510,2020
ACCT,8530,1.0,Adv Acct Problems,0.74,0.15,0.04,0.0,0.0,0%,0.0,0.07,suzanne pearse,,ACCT-8530,2020
ACCT,8530,2.0,Adv Acct Problems,0.74,0.23,0.03,0.0,0.0,0%,0.0,0.0,suzanne pearse,,ACCT-8530,2020
ACCT,8530,3.0,Adv Acct Problems,0.45,0.45,0.03,0.0,0.03,0%,0.0,0.03,ralph edward welton,,ACCT-8530,2020
ACCT,8570,1.0,CPA Exam Review-B,0.0,0.0,0.0,0.0,0.0,96%,0.03,0.01,james barnes,,ACCT-8570,2020
ACCT,8630,1.0,Forensics Analysis,0.48,0.45,0.03,0.0,0.0,0%,0.0,0.03,brian goodson,,ACCT-8630,2020
ACCT,8630,2.0,Forensics Analysis,0.35,0.62,0.03,0.0,0.0,0%,0.0,0.0,brian goodson,,ACCT-8630,2020
ACCT,8650,1.0,Tax & Bus Decisions,0.55,0.39,0.06,0.0,0.0,0%,0.0,0.0,judson jahn,,ACCT-8650,2020
ACCT,8650,2.0,Tax & Bus Decisions,0.41,0.56,0.04,0.0,0.0,0%,0.0,0.0,judson jahn,,ACCT-8650,2020
ACCT,8680,1.0,Advanced Accounting Anal,0.47,0.47,0.06,0.0,0.0,0%,0.0,0.0,marc cussatt,,ACCT-8680,2020
ACCT,8680,2.0,Advanced Accounting Anal,0.59,0.34,0.03,0.0,0.0,0%,0.0,0.03,marc cussatt,,ACCT-8680,2020
ACCT,8680,3.0,Advanced Accounting Anal,0.39,0.55,0.03,0.0,0.0,0%,0.0,0.03,marc cussatt,,ACCT-8680,2020
ACCT,8720,1.0,Tax of Flowthroughs,0.25,0.44,0.28,0.0,0.0,0%,0.0,0.03,thomas dickens,,ACCT-8720,2020
AGED,1020,1.0,Freshman Seminar,0.58,0.33,0.0,0.08,0.0,0%,0.0,0.0, dibenedetto,,AGED-1020,2020
AGED,2000,1.0,Agr Appl of Ed Tech,0.62,0.0,0.08,0.0,0.0,0%,0.0,0.15,kevin layfield,,AGED-2000,2020
AGED,2010,1.0,Intro to Agric Educ,0.81,0.19,0.0,0.0,0.0,0%,0.0,0.0,philip fravel,,AGED-2010,2020
AGED,2040,1.0,App Ag Calculations,0.29,0.57,0.0,0.07,0.07,0%,0.0,0.0,philip fravel,,AGED-2040,2020
AGED,3030,1.0,Ag Ed Mech Tech,0.83,0.17,0.0,0.0,0.0,0%,0.0,0.0,christopher eck,,AGED-3030,2020
AGED,8100,3.0,Clin Ag Ed Research,0.0,0.0,0.0,0.0,0.0,####,0.0,0.0,kevin layfield,,AGED-8100,2020
AGM,1010,1.0,Intro Ag Mech & Bus,0.47,0.34,0.11,0.03,0.03,0%,0.0,0.03,hunter massey,,AGM-1010,2020
AGM,2050,1.0,Prin of Fabrication,0.22,0.51,0.22,0.04,0.0,0%,0.0,0.02,hunter massey,,AGM-2050,2020
AGM,2210,1.0,Land Measurements,0.45,0.31,0.09,0.04,0.07,0%,0.0,0.04,brennan teddy,,AGM-2210,2020
AGM,3010,1.0,Soil Water Conserv,0.45,0.29,0.22,0.0,0.02,0%,0.0,0.02,calvin sawyer,,AGM-3010,2020
AGM,4000,1.0,Seminar in Ag Mech & Busi,0.13,0.29,0.32,0.24,0.03,0%,0.0,0.0,john chastain,,AGM-4000,2020
AGM,4020,1.0,Irrigation System Design,0.24,0.24,0.24,0.1,0.19,0%,0.0,0.0,charles privette,,AGM-4020,2020
AGM,4050,1.0,Env Cont in Anim Str,0.05,0.27,0.35,0.22,0.11,0%,0.0,0.0,john chastain,,AGM-4050,2020
AGM,4060,1.0,Mech & Hydraulic Sys,0.39,0.48,0.11,0.0,0.02,0%,0.0,0.0,ali bulent koc,,AGM-4060,2020
AGM,4600,1.0,Electrical Systems,0.69,0.29,0.02,0.0,0.0,0%,0.0,0.0,charles privette,,AGM-4600,2020
AGM,4730,4.0,Ag Safety,0.61,0.22,0.11,0.06,0.0,0%,0.0,0.0,hunter massey,,AGM-4730,2020
AGRB,2020,1.0,Agricultural Economics,0.7,0.17,0.03,0.03,0.05,0%,0.0,0.01,julie carl pingol ureta pingol,,AGRB-2020,2020
AGRB,2050,1.0,Agriculture and Society,0.16,0.16,0.22,0.31,0.11,0%,0.0,0.04,michael vassalos,,AGRB-2050,2020
AGRB,3020,1.0,Economics of Farm Manag,0.16,0.13,0.15,0.28,0.08,0%,0.0,0.2,michael vassalos,,AGRB-3020,2020
AGRB,3080,2.0,Quant Agribusiness Analysi,0.12,0.21,0.14,0.33,0.1,0%,0.0,0.1,lisha zhang,,AGRB-3080,2020
AGRB,3570,1.0,Natural Resources Econom,0.2,0.11,0.23,0.18,0.11,0%,0.0,0.16,david brian willis,,AGRB-3570,2020
AGRB,4120,1.0,Reg Econ Devel Theory & P,0.3,0.22,0.11,0.16,0.08,0%,0.0,0.08,figueiredo silva de,,AGRB-4120,2020
AGRB,4520,1.0,Agricultural Policy,0.14,0.21,0.19,0.28,0.14,0%,0.0,0.05,michael vassalos,,AGRB-4520,2020
AGRB,4600,2.0,Agricultural Finance,0.18,0.33,0.23,0.18,0.03,0%,0.0,0.03,lisha zhang,,AGRB-4600,2020
AGRB,4910,1.0,"Int, Agrib & Comm & Rural",0.89,0.11,0.0,0.0,0.0,0%,0.0,0.0,michael vassalos,,AGRB-4910,2020
AL,3490,400.0,Principles of Coaching,0.64,0.24,0.12,0.0,0.0,0%,0.0,0.0,deborah cadorette,,AL-3490,2020
AL,3490,401.0,Principles of Coaching,0.48,0.32,0.08,0.0,0.08,0%,0.0,0.04,deborah cadorette,,AL-3490,2020
AL,3490,402.0,Principles of Coaching,0.52,0.32,0.12,0.0,0.04,0%,0.0,0.0,deborah cadorette,,AL-3490,2020
AL,3490,403.0,Principles of Coaching,0.65,0.17,0.13,0.04,0.0,0%,0.0,0.0,deborah cadorette,,AL-3490,2020
AL,3490,405.0,Principles of Coaching,0.73,0.2,0.0,0.07,0.0,0%,0.0,0.0,frank mezzanotte,,AL-3490,2020
AL,3490,406.0,Principles of Coaching,0.8,0.2,0.0,0.0,0.0,0%,0.0,0.0,frank mezzanotte,,AL-3490,2020
AL,3490,408.0,Principles of Coaching,0.48,0.26,0.17,0.04,0.0,0%,0.0,0.0,john plumblee,,AL-3490,2020
AL,3490,409.0,Principles of Coaching,0.88,0.04,0.08,0.0,0.0,0%,0.0,0.0,edmond fry,,AL-3490,2020
AL,3490,410.0,Principles of Coaching,0.59,0.18,0.14,0.05,0.0,0%,0.0,0.05,joel neuder,,AL-3490,2020
AL,3490,411.0,Principles of Coaching,0.83,0.17,0.0,0.0,0.0,0%,0.0,0.0,nicholas whitrow,,AL-3490,2020
AL,3500,400.0,Sci Basis I/Ex Phy,0.27,0.38,0.23,0.04,0.0,0%,0.0,0.08,michael godfrey,,AL-3500,2020
AL,3500,401.0,Sci Basis I/Ex Phy,0.44,0.32,0.2,0.04,0.0,0%,0.0,0.0,isaac sean colbert,,AL-3500,2020
AL,3530,400.0,Athletic Injuries,0.63,0.26,0.11,0.0,0.0,0%,0.0,0.0,isaac sean colbert,,AL-3530,2020
AL,3530,401.0,Athletic Injuries,0.8,0.12,0.04,0.04,0.0,0%,0.0,0.0,isaac sean colbert,,AL-3530,2020
AL,3600,400.0,Hgh Sch Athl Ethical/Legal,0.37,0.53,0.11,0.0,0.0,0%,0.0,0.0,clyde keith connor,,AL-3600,2020
AL,3610,400.0,Admin/Org of Athletic Pro,0.76,0.2,0.04,0.0,0.0,0%,0.0,0.0,henry oates,,AL-3610,2020
AL,3610,401.0,Admin/Org of Athletic Pro,0.76,0.2,0.04,0.0,0.0,0%,0.0,0.0,henry oates,,AL-3610,2020
AL,3610,402.0,Admin/Org of Athletic Pro,0.35,0.35,0.2,0.0,0.1,0%,0.0,0.0,john plumblee,,AL-3610,2020
AL,3620,400.0,Psychology of Coaching,0.33,0.42,0.17,0.04,0.04,0%,0.0,0.0,natalie anne carter,,AL-3620,2020
AL,3620,401.0,Psychology of Coaching,0.28,0.36,0.24,0.12,0.0,0%,0.0,0.0,natalie anne carter,,AL-3620,2020
AL,3620,402.0,Psychology of Coaching,0.32,0.24,0.32,0.08,0.04,0%,0.0,0.0,natalie anne carter,,AL-3620,2020
AL,3740,400.0,Coaching Football,0.52,0.16,0.16,0.04,0.04,0%,0.0,0.08,edmond fry,,AL-3740,2020
AL,3740,401.0,Coaching Football,0.45,0.18,0.18,0.09,0.05,0%,0.0,0.05,edmond fry,,AL-3740,2020
AL,3760,400.0,Coaching Strength/Conditi,0.67,0.13,0.08,0.0,0.08,0%,0.0,0.04,edmond fry,,AL-3760,2020
AL,3760,401.0,Coaching Strength/Conditi,0.68,0.2,0.04,0.0,0.04,0%,0.0,0.04,edmond fry,,AL-3760,2020
AL,4000,400.0,Athletic Leadership Interns,0.0,0.0,0.0,0.0,0.0,####,0.0,0.0,deborah cadorette,,AL-4000,2020
AL,4380,402.0,HS Athletic Recruiting,0.61,0.13,0.17,0.04,0.04,0%,0.0,0.0,justin hickey,,AL-4380,2020
AL,4380,404.0,Emerging Issues and Trend,0.88,0.0,0.0,0.0,0.0,0%,0.0,0.0,misty soles,,AL-4380,2020
AL,4380,408.0,Officiating in AL,0.75,0.2,0.0,0.05,0.0,0%,0.0,0.0,clyde keith connor,,AL-4380,2020
AL,4380,409.0,Coaching Baseball/Softball,0.71,0.06,0.24,0.0,0.0,0%,0.0,0.0,justin hickey,,AL-4380,2020
AL,8440,401.0,Surv of Res Mthds in Athle,0.9,0.1,0.0,0.0,0.0,0%,0.0,0.0,michael godfrey,,AL-8440,2020
AL,8440,402.0,Surv of Res Mthds in Athle,0.75,0.08,0.08,0.0,0.08,0%,0.0,0.0,michael godfrey,,AL-8440,2020
AL,8490,401.0,Athletic Leadership Dev,0.75,0.25,0.0,0.0,0.0,0%,0.0,0.0,janna magette,,AL-8490,2020
AL,8490,402.0,Athletic Leadership Dev,0.6,0.25,0.0,0.0,0.15,0%,0.0,0.0,janna magette,,AL-8490,2020
AL,8500,400.0,Principles Strength and Co,0.73,0.27,0.0,0.0,0.0,0%,0.0,0.0,michael godfrey,,AL-8500,2020
AL,8500,401.0,Principles Strength and Co,0.58,0.37,0.0,0.0,0.05,0%,0.0,0.0,michael godfrey,,AL-8500,2020
AL,8630,400.0,Socio Dynam in Intercol At,0.55,0.27,0.0,0.0,0.09,0%,0.0,0.09,michael godfrey,,AL-8630,2020
ANTH,2010,1.0,Introduction to Anthropol,0.35,0.34,0.17,0.08,0.03,0%,0.0,0.04,yi wu,,ANTH-2010,2020
ANTH,2010,2.0,Introduction to Anthropol,0.22,0.48,0.18,0.05,0.04,0%,0.0,0.04,yi wu,,ANTH-2010,2020
ANTH,2010,3.0,Introduction to Anthropol,0.06,0.16,0.24,0.04,0.13,0%,0.0,0.37,john coggeshall,,ANTH-2010,2020
ANTH,2010,4.0,Introduction to Anthropol,0.58,0.3,0.04,0.0,0.02,0%,0.0,0.04,david markus,,ANTH-2010,2020
ANTH,2010,5.0,Introduction to Anthropol,0.67,0.23,0.04,0.0,0.04,0%,0.0,0.02,david markus,,ANTH-2010,2020
ANTH,2010,6.0,Introduction to Anthropol,0.04,0.34,0.2,0.11,0.04,0%,0.0,0.27,john coggeshall,,ANTH-2010,2020
ANTH,2010,7.0,Introduction to Anthropol,0.62,0.35,0.04,0.0,0.0,0%,0.0,0.0,david markus,,ANTH-2010,2020
ANTH,3010,1.0,Cultural Anthropology,0.14,0.32,0.39,0.07,0.04,0%,0.0,0.04,john coggeshall,,ANTH-3010,2020
ANTH,3200,1.0,North American Indian Cul,0.13,0.27,0.2,0.13,0.2,0%,0.0,0.07,john coggeshall,,ANTH-3200,2020
ANTH,3320,1.0,World Archaeology,0.4,0.44,0.08,0.0,0.04,0%,0.0,0.04,david markus,,ANTH-3320,2020
ANTH,3510,1.0,Biological Anthropology,0.66,0.13,0.13,0.0,0.06,0%,0.0,0.03,katherine weisensee,,ANTH-3510,2020
ANTH,4280,1.0,"Law, Culture and Society",0.57,0.21,0.0,0.0,0.14,0%,0.0,0.07,yi wu,,ANTH-4280,2020
ARCH,1010,1.0,Introduction to Architectur,0.42,0.35,0.03,0.02,0.04,0%,0.0,0.07, hambright-belue,,ARCH-1010,2020
ARCH,2040,1.0,Hist of Modern Arch,0.56,0.31,0.11,0.01,0.0,0%,0.0,0.0,andreea mihalache,,ARCH-2040,2020
ARCH,2510,1.0,Arch Foundations I,0.86,0.07,0.07,0.0,0.0,0%,0.0,0.0,joseph choma,,ARCH-2510,2020
ARCH,2510,2.0,Arch Foundations I,0.43,0.36,0.21,0.0,0.0,0%,0.0,0.0,brandon george pass,,ARCH-2510,2020
ARCH,2510,3.0,Arch Foundations I,0.43,0.43,0.14,0.0,0.0,0%,0.0,0.0,virginia ellyn melnyk,,ARCH-2510,2020
ARCH,2510,4.0,Arch Foundations I,0.62,0.23,0.08,0.0,0.08,0%,0.0,0.0,byron jefferies,,ARCH-2510,2020
ARCH,2510,5.0,Arch Foundations I,0.5,0.5,0.0,0.0,0.0,0%,0.0,0.0,kendall roberts,,ARCH-2510,2020
ARCH,2510,6.0,Arch Foundations I,0.46,0.31,0.08,0.08,0.0,0%,0.0,0.08,timothy sutherland,,ARCH-2510,2020
ARCH,2700,1.0,Structures I,0.87,0.13,0.0,0.0,0.0,0%,0.0,0.0,grace fulmer,,ARCH-2700,2020
ARCH,2710,1.0,Structures II,0.48,0.33,0.07,0.0,0.04,0%,0.0,0.0,amy christine trick,,ARCH-2710,2020
ARCH,3500,1.0,Intro to Urban Contexts,0.47,0.47,0.0,0.0,0.0,0%,0.0,0.06,douglas hecker,,ARCH-3500,2020
ARCH,3500,2.0,Intro to Urban Contexts,0.75,0.25,0.0,0.0,0.0,0%,0.0,0.0,berrin terim,,ARCH-3500,2020
ARCH,3500,3.0,Intro to Urban Contexts,0.33,0.56,0.11,0.0,0.0,0%,0.0,0.0,david lee,,ARCH-3500,2020
ARCH,3500,4.0,Intro to Urban Contexts,0.69,0.13,0.19,0.0,0.0,0%,0.0,0.0,clarissa mendez,,ARCH-3500,2020
ARCH,3500,5.0,Intro to Urban Contexts,0.4,0.4,0.2,0.0,0.0,0%,0.0,0.0,julie poe wilkerson,,ARCH-3500,2020
ARCH,3510,1.0,Studio Clemson,0.69,0.31,0.0,0.0,0.0,0%,0.0,0.0,dustin albright,,ARCH-3510,2020
ARCH,3540,1.0,Studio Barcelona,0.5,0.5,0.0,0.0,0.0,0%,0.0,0.0,miguel roldan,,ARCH-3540,2020
ARCH,4010,1.0,Architectural Portfolio,0.62,0.24,0.1,0.0,0.0,0%,0.0,0.05,clarissa mendez,,ARCH-4010,2020
ARCH,4010,2.0,Architectural Portfolio,0.59,0.29,0.12,0.0,0.0,0%,0.0,0.0,virginia ellyn melnyk,,ARCH-4010,2020
ARCH,4010,3.0,Architectural Portfolio,0.6,0.4,0.0,0.0,0.0,0%,0.0,0.0,george schafer,,ARCH-4010,2020
ARCH,4010,4.0,Architectural Portfolio,0.57,0.33,0.05,0.0,0.05,0%,0.0,0.0,brandon george pass,,ARCH-4010,2020
ARCH,4120,2.0,History Research,0.8,0.2,0.0,0.0,0.0,0%,0.0,0.0,miguel roldan,,ARCH-4120,2020
ARCH,4140,2.0,Design Seminar,0.6,0.4,0.0,0.0,0.0,0%,0.0,0.0,miguel roldan,,ARCH-4140,2020
ARCH,6850,1.0,H/Th: Arch+Health,0.83,0.17,0.0,0.0,0.0,0%,0.0,0.0,dina battisto,,ARCH-6850,2020
ARCH,8100,1.0,Visualization I,0.83,0.09,0.04,0.0,0.0,0%,0.0,0.0,joseph choma,,ARCH-8100,2020
ARCH,8210,1.0,Research Methods,0.83,0.15,0.0,0.0,0.0,0%,0.0,0.02,dina battisto,,ARCH-8210,2020
ARCH,8410,1.0,Arch Studio I,0.55,0.36,0.0,0.0,0.0,0%,0.0,0.0,peter laurence,,ARCH-8410,2020
ARCH,8410,2.0,Arch Studio I,0.6,0.3,0.0,0.0,0.1,0%,0.0,0.0,ufuk ersoy,,ARCH-8410,2020
ARCH,8510,1.0,Design Studio III,0.33,0.58,0.08,0.0,0.0,0%,0.0,0.0,ulrike ann- heine,,ARCH-8510,2020
ARCH,8510,2.0,Design Studio III,0.17,0.83,0.0,0.0,0.0,0%,0.0,0.0,santa cruz franco,,ARCH-8510,2020
ARCH,8510,3.0,Design Studio III,0.31,0.54,0.08,0.0,0.0,0%,0.0,0.08,george schafer,,ARCH-8510,2020
ARCH,8570,1.0,Design Studio V,0.6,0.4,0.0,0.0,0.0,0%,0.0,0.0,dustin albright,,ARCH-8570,2020
ARCH,8570,4.0,Design Studio V,0.6,0.4,0.0,0.0,0.0,0%,0.0,0.0,raymond huff,,ARCH-8570,2020
ARCH,8600,1.0,History/Theory I,0.57,0.38,0.0,0.0,0.0,0%,0.0,0.0,berrin terim,,ARCH-8600,2020
ARCH,8700,1.0,Structures I,0.71,0.12,0.06,0.0,0.06,0%,0.0,0.0,dustin albright,,ARCH-8700,2020
ARCH,8790,2.0,Digtial Manufacturing Proc,0.6,0.4,0.0,0.0,0.0,0%,0.0,0.0,douglas hecker,,ARCH-8790,2020
ARCH,8810,1.0,Pro Practice Survey,0.76,0.22,0.0,0.0,0.0,0%,0.0,0.02,byron malet edwards,,ARCH-8810,2020
ARCH,8950,1.0,A+H Studio: Projects,0.35,0.59,0.0,0.0,0.0,0%,0.0,0.0,david allison,,ARCH-8950,2020
ART,1050,1.0,Foundation Drawing I,0.6,0.2,0.1,0.1,0.0,0%,0.0,0.0,lori brook johnson,,ART-1050,2020
ART,1510,1.0,Foundations Art I,0.6,0.4,0.0,0.0,0.0,0%,0.0,0.0,cuba rachel lynn de lynn,,ART-1510,2020
ART,1510,2.0,Foundations Art I,0.6,0.3,0.0,0.1,0.0,0%,0.0,0.0,brooks harris stevens,,ART-1510,2020
